clade_groups,Agriculture,orthology_meta,genome_count
Escovopsis,Coral,OG0000909,6
Escovopsis,Coral,OG0000910,6
Escovopsis,Coral,OG0000911,6
Escovopsis,Coral,OG0000912,6
Escovopsis,Coral,OG0000913,6
Escovopsis,Coral,OG0000914,6
Escovopsis,Coral,OG0000915,6
Escovopsis,Coral,OG0000916,6
Escovopsis,Coral,OG0000917,6
Escovopsis,Coral,OG0000918,6
Escovopsis,Coral,OG0000919,6
Escovopsis,Coral,OG0000920,6
Escovopsis,Coral,OG0000921,6
Escovopsis,Coral,OG0000922,6
Escovopsis,Coral,OG0000923,6
Escovopsis,Coral,OG0000924,6
Escovopsis,Coral,OG0000925,6
Escovopsis,Coral,OG0000926,5
Escovopsis,Coral,OG0000927,6
Escovopsis,Coral,OG0000928,6
Escovopsis,Coral,OG0000929,6
Escovopsis,Coral,OG0000930,6
Escovopsis,Coral,OG0000931,6
Escovopsis,Coral,OG0000932,6
Escovopsis,Coral,OG0000933,6
Escovopsis,Coral,OG0000934,6
Escovopsis,Coral,OG0000935,6
Escovopsis,Coral,OG0000936,6
Escovopsis,Coral,OG0000937,6
Escovopsis,Coral,OG0000938,6
Escovopsis,Coral,OG0000939,6
Escovopsis,Coral,OG0000940,6
Escovopsis,Coral,OG0000941,6
Escovopsis,Coral,OG0000942,6
Escovopsis,Coral,OG0000943,6
Escovopsis,Coral,OG0000945,6
Escovopsis,Coral,OG0000946,6
Escovopsis,Coral,OG0000947,6
Escovopsis,Coral,OG0000948,6
Escovopsis,Coral,OG0000949,6
Escovopsis,Coral,OG0000950,6
Escovopsis,Coral,OG0000951,6
Escovopsis,Coral,OG0000952,6
Escovopsis,Coral,OG0000953,6
Escovopsis,Coral,OG0000954,6
Escovopsis,Coral,OG0000955,6
Escovopsis,Coral,OG0000956,6
Escovopsis,Coral,OG0000958,6
Escovopsis,Coral,OG0000959,6
Escovopsis,Coral,OG0000962,6
Escovopsis,Coral,OG0000963,6
Escovopsis,Coral,OG0000964,6
Escovopsis,Coral,OG0000965,6
Escovopsis,Coral,OG0000966,6
Escovopsis,Coral,OG0000967,6
Escovopsis,Coral,OG0000968,6
Escovopsis,Coral,OG0000969,6
Escovopsis,Coral,OG0000970,6
Escovopsis,Coral,OG0000972,6
Escovopsis,Coral,OG0000973,6
Escovopsis,Coral,OG0000974,6
Escovopsis,Coral,OG0000975,6
Escovopsis,Coral,OG0000976,6
Escovopsis,Coral,OG0000977,6
Escovopsis,Coral,OG0000978,6
Escovopsis,Coral,OG0000979,6
Escovopsis,Coral,OG0000980,6
Escovopsis,Coral,OG0000981,6
Escovopsis,Coral,OG0000983,6
Escovopsis,Coral,OG0000984,6
Escovopsis,Coral,OG0000985,6
Escovopsis,Coral,OG0000986,6
Escovopsis,Coral,OG0000987,6
Escovopsis,Coral,OG0000988,6
Escovopsis,Coral,OG0000989,6
Escovopsis,Coral,OG0000992,6
Escovopsis,Coral,OG0000993,6
Escovopsis,Coral,OG0000994,6
Escovopsis,Coral,OG0000995,6
Escovopsis,Coral,OG0000997,6
Escovopsis,Coral,OG0000998,6
Escovopsis,Coral,OG0000999,6
Escovopsis,Coral,OG0001000,6
Escovopsis,Coral,OG0001001,6
Escovopsis,Coral,OG0001002,6
Escovopsis,Coral,OG0001003,6
Escovopsis,Coral,OG0001004,6
Escovopsis,Coral,OG0001005,6
Escovopsis,Coral,OG0001006,6
Escovopsis,Coral,OG0001007,6
Escovopsis,Coral,OG0001008,6
Escovopsis,Coral,OG0001009,6
Escovopsis,Coral,OG0001010,6
Escovopsis,Coral,OG0001011,6
Escovopsis,Coral,OG0001012,6
Escovopsis,Coral,OG0001013,6
Escovopsis,Coral,OG0001014,6
Escovopsis,Coral,OG0001015,6
Escovopsis,Coral,OG0001016,6
Escovopsis,Coral,OG0001017,6
Escovopsis,Coral,OG0001018,6
Escovopsis,Coral,OG0001019,6
Escovopsis,Coral,OG0001020,5
Escovopsis,Coral,OG0001021,6
Escovopsis,Coral,OG0001022,6
Escovopsis,Coral,OG0001023,6
Escovopsis,Coral,OG0001024,6
Escovopsis,Coral,OG0001025,6
Escovopsis,Coral,OG0001026,6
Escovopsis,Coral,OG0001027,6
Escovopsis,Coral,OG0001028,6
Escovopsis,Coral,OG0001029,6
Escovopsis,Coral,OG0001030,6
Escovopsis,Coral,OG0001031,6
Escovopsis,Coral,OG0001032,6
Escovopsis,Coral,OG0001033,6
Escovopsis,Coral,OG0001034,6
Escovopsis,Coral,OG0001035,6
Escovopsis,Coral,OG0001036,6
Escovopsis,Coral,OG0001037,6
Escovopsis,Coral,OG0001038,6
Escovopsis,Coral,OG0001039,6
Escovopsis,Coral,OG0001040,6
Escovopsis,Coral,OG0001041,6
Escovopsis,Coral,OG0001042,6
Escovopsis,Coral,OG0001044,6
Escovopsis,Coral,OG0001045,6
Escovopsis,Coral,OG0001046,6
Escovopsis,Coral,OG0001047,6
Escovopsis,Coral,OG0001048,6
Escovopsis,Coral,OG0001049,6
Escovopsis,Coral,OG0001050,6
Escovopsis,Coral,OG0001051,6
Escovopsis,Coral,OG0001052,6
Escovopsis,Coral,OG0001053,6
Escovopsis,Coral,OG0001054,5
Escovopsis,Coral,OG0001056,6
Escovopsis,Coral,OG0001057,6
Escovopsis,Coral,OG0001058,6
Escovopsis,Coral,OG0001059,6
Escovopsis,Coral,OG0001060,6
Escovopsis,Coral,OG0001061,6
Escovopsis,Coral,OG0001062,6
Escovopsis,Coral,OG0001063,6
Escovopsis,Coral,OG0001064,6
Escovopsis,Coral,OG0001065,6
Escovopsis,Coral,OG0001066,6
Escovopsis,Coral,OG0001067,6
Escovopsis,Coral,OG0001068,6
Escovopsis,Coral,OG0001069,6
Escovopsis,Coral,OG0001070,6
Escovopsis,Coral,OG0001071,6
Escovopsis,Coral,OG0001072,6
Escovopsis,Coral,OG0001073,6
Escovopsis,Coral,OG0001074,6
Escovopsis,Coral,OG0001075,6
Escovopsis,Coral,OG0001076,6
Escovopsis,Coral,OG0001077,6
Escovopsis,Coral,OG0001078,6
Escovopsis,Coral,OG0001079,6
Escovopsis,Coral,OG0001080,6
Escovopsis,Coral,OG0001081,6
Escovopsis,Coral,OG0001082,6
Escovopsis,Coral,OG0001083,6
Escovopsis,Coral,OG0001084,6
Escovopsis,Coral,OG0001085,6
Escovopsis,Coral,OG0001086,6
Escovopsis,Coral,OG0001087,6
Escovopsis,Coral,OG0001088,6
Escovopsis,Coral,OG0001089,6
Escovopsis,Coral,OG0001090,6
Escovopsis,Coral,OG0001091,6
Escovopsis,Coral,OG0001092,6
Escovopsis,Coral,OG0001093,6
Escovopsis,Coral,OG0001094,6
Escovopsis,Coral,OG0001095,6
Escovopsis,Coral,OG0001096,5
Escovopsis,Coral,OG0001097,6
Escovopsis,Coral,OG0001098,6
Escovopsis,Coral,OG0001099,6
Escovopsis,Coral,OG0001100,6
Escovopsis,Coral,OG0001101,6
Escovopsis,Coral,OG0001102,6
Escovopsis,Coral,OG0001103,6
Escovopsis,Coral,OG0001104,5
Escovopsis,Coral,OG0001105,6
Escovopsis,Coral,OG0001106,5
Escovopsis,Coral,OG0001107,6
Escovopsis,Coral,OG0001108,6
Escovopsis,Coral,OG0001109,6
Escovopsis,Coral,OG0001110,6
Escovopsis,Coral,OG0001111,6
Escovopsis,Coral,OG0001112,6
Escovopsis,Coral,OG0001113,6
Escovopsis,Coral,OG0001114,6
Escovopsis,Coral,OG0001115,6
Escovopsis,Coral,OG0001116,6
Escovopsis,Coral,OG0001117,6
Escovopsis,Coral,OG0001118,6
Escovopsis,Coral,OG0001119,5
Escovopsis,Coral,OG0001120,6
Escovopsis,Coral,OG0001121,6
Escovopsis,Coral,OG0001122,6
Escovopsis,Coral,OG0001123,6
Escovopsis,Coral,OG0001124,6
Escovopsis,Coral,OG0001125,6
Escovopsis,Coral,OG0001126,6
Escovopsis,Coral,OG0001127,6
Escovopsis,Coral,OG0001128,6
Escovopsis,Coral,OG0001129,6
Escovopsis,Coral,OG0001130,6
Escovopsis,Coral,OG0001131,6
Escovopsis,Coral,OG0001132,6
Escovopsis,Coral,OG0001133,6
Escovopsis,Coral,OG0001134,6
Escovopsis,Coral,OG0001135,6
Escovopsis,Coral,OG0001136,6
Escovopsis,Coral,OG0001137,6
Escovopsis,Coral,OG0001138,6
Escovopsis,Coral,OG0001139,6
Escovopsis,Coral,OG0001140,6
Escovopsis,Coral,OG0001141,5
Escovopsis,Coral,OG0001142,5
Escovopsis,Coral,OG0001143,6
Escovopsis,Coral,OG0001144,6
Escovopsis,Coral,OG0001145,6
Escovopsis,Coral,OG0001146,6
Escovopsis,Coral,OG0001147,6
Escovopsis,Coral,OG0001148,6
Escovopsis,Coral,OG0001149,6
Escovopsis,Coral,OG0001150,6
Escovopsis,Coral,OG0001151,6
Escovopsis,Coral,OG0001152,6
Escovopsis,Coral,OG0001153,6
Escovopsis,Coral,OG0001154,6
Escovopsis,Coral,OG0001155,6
Escovopsis,Coral,OG0001156,6
Escovopsis,Coral,OG0001157,6
Escovopsis,Coral,OG0001158,6
Escovopsis,Coral,OG0001159,6
Escovopsis,Coral,OG0001160,6
Escovopsis,Coral,OG0001161,6
Escovopsis,Coral,OG0001162,6
Escovopsis,Coral,OG0001163,6
Escovopsis,Coral,OG0001164,6
Escovopsis,Coral,OG0001165,6
Escovopsis,Coral,OG0001166,6
Escovopsis,Coral,OG0001167,6
Escovopsis,Coral,OG0001168,6
Escovopsis,Coral,OG0001169,6
Escovopsis,Coral,OG0001170,6
Escovopsis,Coral,OG0001171,6
Escovopsis,Coral,OG0001172,6
Escovopsis,Coral,OG0001173,6
Escovopsis,Coral,OG0001174,6
Escovopsis,Coral,OG0001175,6
Escovopsis,Coral,OG0001176,6
Escovopsis,Coral,OG0001177,6
Escovopsis,Coral,OG0001178,6
Escovopsis,Coral,OG0001179,6
Escovopsis,Coral,OG0001180,6
Escovopsis,Coral,OG0001181,6
Escovopsis,Coral,OG0001182,6
Escovopsis,Coral,OG0001183,6
Escovopsis,Coral,OG0001184,6
Escovopsis,Coral,OG0001185,6
Escovopsis,Coral,OG0001186,6
Escovopsis,Coral,OG0001187,6
Escovopsis,Coral,OG0001188,6
Escovopsis,Coral,OG0001189,6
Escovopsis,Coral,OG0001190,6
Escovopsis,Coral,OG0001191,6
Escovopsis,Coral,OG0001192,6
Escovopsis,Coral,OG0001193,6
Escovopsis,Coral,OG0001194,6
Escovopsis,Coral,OG0001195,6
Escovopsis,Coral,OG0001196,6
Escovopsis,Coral,OG0001197,6
Escovopsis,Coral,OG0001198,6
Escovopsis,Coral,OG0001199,6
Escovopsis,Coral,OG0001200,6
Escovopsis,Coral,OG0001201,6
Escovopsis,Coral,OG0001202,6
Escovopsis,Coral,OG0001203,6
Escovopsis,Coral,OG0001204,6
Escovopsis,Coral,OG0001205,6
Escovopsis,Coral,OG0001206,6
Escovopsis,Coral,OG0001207,6
Escovopsis,Coral,OG0001208,6
Escovopsis,Coral,OG0001209,6
Escovopsis,Coral,OG0001210,6
Escovopsis,Coral,OG0001211,6
Escovopsis,Coral,OG0001212,6
Escovopsis,Coral,OG0001213,6
Escovopsis,Coral,OG0001214,6
Escovopsis,Coral,OG0001215,6
Escovopsis,Coral,OG0001216,6
Escovopsis,Coral,OG0001217,6
Escovopsis,Coral,OG0001218,6
Escovopsis,Coral,OG0001219,6
Escovopsis,Coral,OG0001220,6
Escovopsis,Coral,OG0001221,6
Escovopsis,Coral,OG0001222,6
Escovopsis,Coral,OG0001223,6
Escovopsis,Coral,OG0001224,6
Escovopsis,Coral,OG0001225,6
Escovopsis,Coral,OG0001226,6
Escovopsis,Coral,OG0001227,6
Escovopsis,Coral,OG0001228,6
Escovopsis,Coral,OG0001229,6
Escovopsis,Coral,OG0001230,6
Escovopsis,Coral,OG0001231,6
Escovopsis,Coral,OG0001232,6
Escovopsis,Coral,OG0001233,6
Escovopsis,Coral,OG0001234,6
Escovopsis,Coral,OG0001235,6
Escovopsis,Coral,OG0001236,6
Escovopsis,Coral,OG0001237,6
Escovopsis,Coral,OG0001238,6
Escovopsis,Coral,OG0001239,6
Escovopsis,Coral,OG0001240,6
Escovopsis,Coral,OG0001241,6
Escovopsis,Coral,OG0001242,6
Escovopsis,Coral,OG0001243,6
Escovopsis,Coral,OG0001244,5
Escovopsis,Coral,OG0001245,6
Escovopsis,Coral,OG0001246,6
Escovopsis,Coral,OG0001247,6
Escovopsis,Coral,OG0001248,6
Escovopsis,Coral,OG0001249,6
Escovopsis,Coral,OG0001250,6
Escovopsis,Coral,OG0001251,6
Escovopsis,Coral,OG0001252,6
Escovopsis,Coral,OG0001253,6
Escovopsis,Coral,OG0001254,6
Escovopsis,Coral,OG0001255,6
Escovopsis,Coral,OG0001256,6
Escovopsis,Coral,OG0001258,5
Escovopsis,Coral,OG0001259,6
Escovopsis,Coral,OG0001260,6
Escovopsis,Coral,OG0001261,6
Escovopsis,Coral,OG0001262,6
Escovopsis,Coral,OG0001263,6
Escovopsis,Coral,OG0001264,6
Escovopsis,Coral,OG0001265,6
Escovopsis,Coral,OG0001266,6
Escovopsis,Coral,OG0001267,6
Escovopsis,Coral,OG0001269,6
Escovopsis,Coral,OG0001270,6
Escovopsis,Coral,OG0001271,6
Escovopsis,Coral,OG0001272,6
Escovopsis,Coral,OG0001273,6
Escovopsis,Coral,OG0001274,6
Escovopsis,Coral,OG0001275,6
Escovopsis,Coral,OG0001276,6
Escovopsis,Coral,OG0001277,6
Escovopsis,Coral,OG0001278,6
Escovopsis,Coral,OG0001279,6
Escovopsis,Coral,OG0001280,6
Escovopsis,Coral,OG0001281,6
Escovopsis,Coral,OG0001282,6
Escovopsis,Coral,OG0001283,6
Escovopsis,Coral,OG0001284,6
Escovopsis,Coral,OG0001286,6
Escovopsis,Coral,OG0001287,6
Escovopsis,Coral,OG0001288,6
Escovopsis,Coral,OG0001289,6
Escovopsis,Coral,OG0001290,6
Escovopsis,Coral,OG0001292,6
Escovopsis,Coral,OG0001293,6
Escovopsis,Coral,OG0001294,6
Escovopsis,Coral,OG0001295,6
Escovopsis,Coral,OG0001296,6
Escovopsis,Coral,OG0001297,6
Escovopsis,Coral,OG0001298,6
Escovopsis,Coral,OG0001299,6
Escovopsis,Coral,OG0001300,6
Escovopsis,Coral,OG0001301,6
Escovopsis,Coral,OG0001302,6
Escovopsis,Coral,OG0001304,6
Escovopsis,Coral,OG0001305,6
Escovopsis,Coral,OG0001306,6
Escovopsis,Coral,OG0001307,6
Escovopsis,Coral,OG0001308,6
Escovopsis,Coral,OG0001309,6
Escovopsis,Coral,OG0001311,6
Escovopsis,Coral,OG0001312,6
Escovopsis,Coral,OG0001313,6
Escovopsis,Coral,OG0001314,6
Escovopsis,Coral,OG0001315,5
Escovopsis,Coral,OG0001316,6
Escovopsis,Coral,OG0001317,6
Escovopsis,Coral,OG0001318,6
Escovopsis,Coral,OG0001319,6
Escovopsis,Coral,OG0001320,6
Escovopsis,Coral,OG0001321,6
Escovopsis,Coral,OG0001322,6
Escovopsis,Coral,OG0001323,6
Escovopsis,Coral,OG0001324,6
Escovopsis,Coral,OG0001325,6
Escovopsis,Coral,OG0001326,6
Escovopsis,Coral,OG0001327,6
Escovopsis,Coral,OG0001328,6
Escovopsis,Coral,OG0001329,6
Escovopsis,Coral,OG0001330,6
Escovopsis,Coral,OG0001331,6
Escovopsis,Coral,OG0001332,6
Escovopsis,Coral,OG0001333,6
Escovopsis,Coral,OG0001334,6
Escovopsis,Coral,OG0001335,6
Escovopsis,Coral,OG0001336,6
Escovopsis,Coral,OG0001337,6
Escovopsis,Coral,OG0001338,6
Escovopsis,Coral,OG0001339,6
Escovopsis,Coral,OG0001340,6
Escovopsis,Coral,OG0001341,6
Escovopsis,Coral,OG0001342,6
Escovopsis,Coral,OG0001343,5
Escovopsis,Coral,OG0001344,5
Escovopsis,Coral,OG0001345,6
Escovopsis,Coral,OG0001346,6
Escovopsis,Coral,OG0001347,6
Escovopsis,Coral,OG0001348,6
Escovopsis,Coral,OG0001349,6
Escovopsis,Coral,OG0001350,6
Escovopsis,Coral,OG0001351,6
Escovopsis,Coral,OG0001352,6
Escovopsis,Coral,OG0001353,6
Escovopsis,Coral,OG0001354,6
Escovopsis,Coral,OG0001355,6
Escovopsis,Coral,OG0001356,6
Escovopsis,Coral,OG0001357,6
Escovopsis,Coral,OG0001358,6
Escovopsis,Coral,OG0001359,6
Escovopsis,Coral,OG0001360,5
Escovopsis,Coral,OG0001361,6
Escovopsis,Coral,OG0001362,6
Escovopsis,Coral,OG0001363,6
Escovopsis,Coral,OG0001364,6
Escovopsis,Coral,OG0001365,6
Escovopsis,Coral,OG0001366,6
Escovopsis,Coral,OG0001367,6
Escovopsis,Coral,OG0001368,6
Escovopsis,Coral,OG0001369,6
Escovopsis,Coral,OG0001370,6
Escovopsis,Coral,OG0001371,6
Escovopsis,Coral,OG0001372,6
Escovopsis,Coral,OG0001373,6
Escovopsis,Coral,OG0001374,6
Escovopsis,Coral,OG0001375,6
Escovopsis,Coral,OG0001376,6
Escovopsis,Coral,OG0001378,6
Escovopsis,Coral,OG0001379,6
Escovopsis,Coral,OG0001380,6
Escovopsis,Coral,OG0001381,6
Escovopsis,Coral,OG0001382,6
Escovopsis,Coral,OG0001383,6
Escovopsis,Coral,OG0001384,6
Escovopsis,Coral,OG0001385,6
Escovopsis,Coral,OG0001386,6
Escovopsis,Coral,OG0001387,6
Escovopsis,Coral,OG0001388,6
Escovopsis,Coral,OG0001389,6
Escovopsis,Coral,OG0001390,6
Escovopsis,Coral,OG0001391,6
Escovopsis,Coral,OG0001392,6
Escovopsis,Coral,OG0001393,6
Escovopsis,Coral,OG0001394,6
Escovopsis,Coral,OG0001395,5
Escovopsis,Coral,OG0001396,6
Escovopsis,Coral,OG0001397,6
Escovopsis,Coral,OG0001398,6
Escovopsis,Coral,OG0001399,6
Escovopsis,Coral,OG0001400,6
Escovopsis,Coral,OG0001401,6
Escovopsis,Coral,OG0001402,6
Escovopsis,Coral,OG0001403,6
Escovopsis,Coral,OG0001404,6
Escovopsis,Coral,OG0001405,6
Escovopsis,Coral,OG0001406,6
Escovopsis,Coral,OG0001407,6
Escovopsis,Coral,OG0001409,6
Escovopsis,Coral,OG0001410,6
Escovopsis,Coral,OG0001411,6
Escovopsis,Coral,OG0001412,6
Escovopsis,Coral,OG0001413,6
Escovopsis,Coral,OG0001414,6
Escovopsis,Coral,OG0001415,6
Escovopsis,Coral,OG0001416,6
Escovopsis,Coral,OG0001417,5
Escovopsis,Coral,OG0001418,6
Escovopsis,Coral,OG0001419,6
Escovopsis,Coral,OG0001420,6
Escovopsis,Coral,OG0001421,6
Escovopsis,Coral,OG0001422,6
Escovopsis,Coral,OG0001423,6
Escovopsis,Coral,OG0001424,6
Escovopsis,Coral,OG0001425,6
Escovopsis,Coral,OG0001426,6
Escovopsis,Coral,OG0001427,6
Escovopsis,Coral,OG0001428,6
Escovopsis,Coral,OG0001429,6
Escovopsis,Coral,OG0001430,6
Escovopsis,Coral,OG0001431,6
Escovopsis,Coral,OG0001432,6
Escovopsis,Coral,OG0001433,6
Escovopsis,Coral,OG0001434,6
Escovopsis,Coral,OG0001435,6
Escovopsis,Coral,OG0001436,6
Escovopsis,Coral,OG0001437,6
Escovopsis,Coral,OG0001438,6
Escovopsis,Coral,OG0001439,6
Escovopsis,Coral,OG0001440,6
Escovopsis,Coral,OG0001441,6
Escovopsis,Coral,OG0001442,6
Escovopsis,Coral,OG0001443,6
Escovopsis,Coral,OG0001444,6
Escovopsis,Coral,OG0001445,6
Escovopsis,Coral,OG0001446,6
Escovopsis,Coral,OG0001447,6
Escovopsis,Coral,OG0001448,6
Escovopsis,Coral,OG0001449,6
Escovopsis,Coral,OG0001450,6
Escovopsis,Coral,OG0001451,6
Escovopsis,Coral,OG0001452,6
Escovopsis,Coral,OG0001453,6
Escovopsis,Coral,OG0001454,6
Escovopsis,Coral,OG0001455,6
Escovopsis,Coral,OG0001456,5
Escovopsis,Coral,OG0001457,6
Escovopsis,Coral,OG0001458,6
Escovopsis,Coral,OG0001459,6
Escovopsis,Coral,OG0001460,6
Escovopsis,Coral,OG0001461,6
Escovopsis,Coral,OG0001462,6
Escovopsis,Coral,OG0001463,6
Escovopsis,Coral,OG0001464,6
Escovopsis,Coral,OG0001465,6
Escovopsis,Coral,OG0001466,6
Escovopsis,Coral,OG0001467,6
Escovopsis,Coral,OG0001468,6
Escovopsis,Coral,OG0001469,6
Escovopsis,Coral,OG0001470,6
Escovopsis,Coral,OG0001471,6
Escovopsis,Coral,OG0001472,6
Escovopsis,Coral,OG0001474,6
Escovopsis,Coral,OG0001475,6
Escovopsis,Coral,OG0001476,6
Escovopsis,Coral,OG0001477,6
Escovopsis,Coral,OG0001479,6
Escovopsis,Coral,OG0001480,6
Escovopsis,Coral,OG0001481,6
Escovopsis,Coral,OG0001482,6
Escovopsis,Coral,OG0001483,6
Escovopsis,Coral,OG0001484,6
Escovopsis,Coral,OG0001485,6
Escovopsis,Coral,OG0001486,6
Escovopsis,Coral,OG0001487,6
Escovopsis,Coral,OG0001488,6
Escovopsis,Coral,OG0001489,6
Escovopsis,Coral,OG0001490,6
Escovopsis,Coral,OG0001491,6
Escovopsis,Coral,OG0001492,6
Escovopsis,Coral,OG0001493,5
Escovopsis,Coral,OG0001494,6
Escovopsis,Coral,OG0001495,6
Escovopsis,Coral,OG0001496,6
Escovopsis,Coral,OG0001497,6
Escovopsis,Coral,OG0001498,6
Escovopsis,Coral,OG0001499,6
Escovopsis,Coral,OG0001500,6
Escovopsis,Coral,OG0001501,6
Escovopsis,Coral,OG0001502,6
Escovopsis,Coral,OG0001503,6
Escovopsis,Coral,OG0001504,6
Escovopsis,Coral,OG0001505,6
Escovopsis,Coral,OG0001506,6
Escovopsis,Coral,OG0001507,6
Escovopsis,Coral,OG0001508,6
Escovopsis,Coral,OG0001509,6
Escovopsis,Coral,OG0001510,6
Escovopsis,Coral,OG0001511,6
Escovopsis,Coral,OG0001512,6
Escovopsis,Coral,OG0001513,6
Escovopsis,Coral,OG0001514,6
Escovopsis,Coral,OG0001515,6
Escovopsis,Coral,OG0001516,6
Escovopsis,Coral,OG0001517,6
Escovopsis,Coral,OG0001518,5
Escovopsis,Coral,OG0001519,6
Escovopsis,Coral,OG0001520,6
Escovopsis,Coral,OG0001521,6
Escovopsis,Coral,OG0001522,6
Escovopsis,Coral,OG0001523,6
Escovopsis,Coral,OG0001524,6
Escovopsis,Coral,OG0001525,6
Escovopsis,Coral,OG0001526,6
Escovopsis,Coral,OG0001527,6
Escovopsis,Coral,OG0001528,6
Escovopsis,Coral,OG0001529,6
Escovopsis,Coral,OG0001530,6
Escovopsis,Coral,OG0001531,6
Escovopsis,Coral,OG0001532,6
Escovopsis,Coral,OG0001533,6
Escovopsis,Coral,OG0001534,6
Escovopsis,Coral,OG0001535,5
Escovopsis,Coral,OG0001536,6
Escovopsis,Coral,OG0001537,6
Escovopsis,Coral,OG0001538,6
Escovopsis,Coral,OG0001539,5
Escovopsis,Coral,OG0001540,6
Escovopsis,Coral,OG0001541,6
Escovopsis,Coral,OG0001542,6
Escovopsis,Coral,OG0001543,6
Escovopsis,Coral,OG0001544,6
Escovopsis,Coral,OG0001545,6
Escovopsis,Coral,OG0001546,6
Escovopsis,Coral,OG0001547,6
Escovopsis,Coral,OG0001548,6
Escovopsis,Coral,OG0001549,6
Escovopsis,Coral,OG0001550,6
Escovopsis,Coral,OG0001551,6
Escovopsis,Coral,OG0001552,6
Escovopsis,Coral,OG0001553,6
Escovopsis,Coral,OG0001554,5
Escovopsis,Coral,OG0001555,6
Escovopsis,Coral,OG0001556,6
Escovopsis,Coral,OG0001557,6
Escovopsis,Coral,OG0001558,6
Escovopsis,Coral,OG0001559,6
Escovopsis,Coral,OG0001560,6
Escovopsis,Coral,OG0001561,6
Escovopsis,Coral,OG0001562,6
Escovopsis,Coral,OG0001563,6
Escovopsis,Coral,OG0001564,6
Escovopsis,Coral,OG0001566,6
Escovopsis,Coral,OG0001567,6
Escovopsis,Coral,OG0001568,6
Escovopsis,Coral,OG0001569,6
Escovopsis,Coral,OG0001570,6
Escovopsis,Coral,OG0001571,6
Escovopsis,Coral,OG0001572,6
Escovopsis,Coral,OG0001573,6
Escovopsis,Coral,OG0001574,6
Escovopsis,Coral,OG0001575,6
Escovopsis,Coral,OG0001576,6
Escovopsis,Coral,OG0001577,6
Escovopsis,Coral,OG0001578,6
Escovopsis,Coral,OG0001579,6
Escovopsis,Coral,OG0001580,6
Escovopsis,Coral,OG0001581,6
Escovopsis,Coral,OG0001582,6
Escovopsis,Coral,OG0001583,6
Escovopsis,Coral,OG0001584,6
Escovopsis,Coral,OG0001585,6
Escovopsis,Coral,OG0001586,6
Escovopsis,Coral,OG0001587,6
Escovopsis,Coral,OG0001588,6
Escovopsis,Coral,OG0001589,6
Escovopsis,Coral,OG0001590,6
Escovopsis,Coral,OG0001591,6
Escovopsis,Coral,OG0001592,6
Escovopsis,Coral,OG0001593,6
Escovopsis,Coral,OG0001594,6
Escovopsis,Coral,OG0001595,6
Escovopsis,Coral,OG0001596,6
Escovopsis,Coral,OG0001597,6
Escovopsis,Coral,OG0001598,6
Escovopsis,Coral,OG0001599,6
Escovopsis,Coral,OG0001600,6
Escovopsis,Coral,OG0001601,6
Escovopsis,Coral,OG0001602,6
Escovopsis,Coral,OG0001603,6
Escovopsis,Coral,OG0001604,6
Escovopsis,Coral,OG0001605,6
Escovopsis,Coral,OG0001606,6
Escovopsis,Coral,OG0001607,6
Escovopsis,Coral,OG0001608,6
Escovopsis,Coral,OG0001609,6
Escovopsis,Coral,OG0001610,6
Escovopsis,Coral,OG0001611,6
Escovopsis,Coral,OG0001612,6
Escovopsis,Coral,OG0001613,6
Escovopsis,Coral,OG0001614,6
Escovopsis,Coral,OG0001615,6
Escovopsis,Coral,OG0001616,6
Escovopsis,Coral,OG0001617,6
Escovopsis,Coral,OG0001618,6
Escovopsis,Coral,OG0001619,6
Escovopsis,Coral,OG0001620,6
Escovopsis,Coral,OG0001621,6
Escovopsis,Coral,OG0001622,6
Escovopsis,Coral,OG0001623,6
Escovopsis,Coral,OG0001624,6
Escovopsis,Coral,OG0001625,6
Escovopsis,Coral,OG0001626,6
Escovopsis,Coral,OG0001627,6
Escovopsis,Coral,OG0001628,6
Escovopsis,Coral,OG0001629,6
Escovopsis,Coral,OG0001630,6
Escovopsis,Coral,OG0001631,6
Escovopsis,Coral,OG0001632,6
Escovopsis,Coral,OG0001633,6
Escovopsis,Coral,OG0001634,6
Escovopsis,Coral,OG0001635,6
Escovopsis,Coral,OG0001636,6
Escovopsis,Coral,OG0001637,6
Escovopsis,Coral,OG0001638,6
Escovopsis,Coral,OG0001639,6
Escovopsis,Coral,OG0001640,6
Escovopsis,Coral,OG0001641,6
Escovopsis,Coral,OG0001642,6
Escovopsis,Coral,OG0001643,6
Escovopsis,Coral,OG0001644,6
Escovopsis,Coral,OG0001645,6
Escovopsis,Coral,OG0001646,6
Escovopsis,Coral,OG0001647,6
Escovopsis,Coral,OG0001648,6
Escovopsis,Coral,OG0001649,6
Escovopsis,Coral,OG0001650,6
Escovopsis,Coral,OG0001651,6
Escovopsis,Coral,OG0001652,6
Escovopsis,Coral,OG0001653,6
Escovopsis,Coral,OG0001654,6
Escovopsis,Coral,OG0001655,6
Escovopsis,Coral,OG0001656,6
Escovopsis,Coral,OG0001657,6
Escovopsis,Coral,OG0001658,6
Escovopsis,Coral,OG0001659,6
Escovopsis,Coral,OG0001660,6
Escovopsis,Coral,OG0001661,6
Escovopsis,Coral,OG0001662,6
Escovopsis,Coral,OG0001664,6
Escovopsis,Coral,OG0001665,6
Escovopsis,Coral,OG0001666,6
